detection_model,metric,dataset,correlation,pvalue,significant
microsoft/deberta-v3-small,MATTR,abstracts,-0.053926809987371524,0.39397771011283766,False
microsoft/deberta-v3-small,MATTR,news,-0.06397180339674594,0.31177311243388184,False
microsoft/deberta-v3-small,MATTR,reviews,0.2331955596114038,0.00018765117949499265,True
microsoft/deberta-v3-small,MATTR,qa,-0.15951682804134187,0.011215221770903196,True
microsoft/deberta-v3-small,L_MATTR,abstracts,-0.054778945845620874,0.3865362996700515,False
microsoft/deberta-v3-small,L_MATTR,news,-0.07568733461575665,0.2312115470174996,False
microsoft/deberta-v3-small,L_MATTR,reviews,0.24607275770705822,7.889402825325953e-05,True
microsoft/deberta-v3-small,L_MATTR,qa,-0.16743664400150676,0.007731185739394799,True
microsoft/deberta-v3-small,LEX_DEN,abstracts,-0.056309168039356594,0.37338925116389315,False
microsoft/deberta-v3-small,LEX_DEN,news,-0.08151075014383695,0.19716978452086464,False
microsoft/deberta-v3-small,LEX_DEN,reviews,0.06597845158768845,0.29680683695294235,False
microsoft/deberta-v3-small,LEX_DEN,qa,-0.016447822112410262,0.7950021989516215,False
microsoft/deberta-v3-small,UNIQUE_WORDS,abstracts,0.024992289993300804,0.692968704986389,False
microsoft/deberta-v3-small,UNIQUE_WORDS,news,0.03119708760473573,0.6220858988487632,False
microsoft/deberta-v3-small,UNIQUE_WORDS,reviews,-0.048401044311670326,0.44428864911965343,False
microsoft/deberta-v3-small,UNIQUE_WORDS,qa,-0.09459438532049637,0.13425447833145202,False
microsoft/deberta-v3-small,FLESCH,abstracts,-0.06841243668865603,0.27930475164892316,False
microsoft/deberta-v3-small,FLESCH,news,-0.05845589033322838,0.35541577637173005,False
microsoft/deberta-v3-small,FLESCH,reviews,0.3140218643290147,3.590416983571973e-07,True
microsoft/deberta-v3-small,FLESCH,qa,0.034290799965013885,0.5879544867052965,False
microsoft/deberta-v3-small,GUNNING_FOG,abstracts,0.06049815667636995,0.33882969214225833,False
microsoft/deberta-v3-small,GUNNING_FOG,news,-0.06188261843324121,0.3278714817076354,False
microsoft/deberta-v3-small,GUNNING_FOG,reviews,-0.4152008507805243,6.374762256043199e-12,True
microsoft/deberta-v3-small,GUNNING_FOG,qa,-0.056965772107162055,0.36783336921339077,False
microsoft/deberta-v3-small,AVG_SENT_LEN,abstracts,0.08401474472806206,0.18371156282664833,False
microsoft/deberta-v3-small,AVG_SENT_LEN,news,0.001529427683596955,0.9807264048888096,False
microsoft/deberta-v3-small,AVG_SENT_LEN,reviews,-0.4366687907121404,3.718864245284289e-13,True
microsoft/deberta-v3-small,AVG_SENT_LEN,qa,-0.06761630221740675,0.284951069662934,False
microsoft/deberta-v3-small,LONG_SENTS,abstracts,0.05253649023843167,0.4063023513616843,False
microsoft/deberta-v3-small,LONG_SENTS,news,0.003705696557266644,0.9533234039342872,False
microsoft/deberta-v3-small,LONG_SENTS,reviews,-0.2913019951022054,2.554970898875287e-06,True
microsoft/deberta-v3-small,LONG_SENTS,qa,-0.11423371284565223,0.07024636523620963,False
microsoft/deberta-v3-small,SHORT_SENTS,abstracts,-0.014650823631482596,0.8169801770648256,False
microsoft/deberta-v3-small,SHORT_SENTS,news,0.13835816220333058,0.028090475968203906,True
microsoft/deberta-v3-small,SHORT_SENTS,reviews,0.3023894381048965,1.0011578525553682e-06,True
microsoft/deberta-v3-small,SHORT_SENTS,qa,-0.08617224764592715,0.17266863044075242,False
microsoft/deberta-v3-small,SENT_LEN_STD,abstracts,-0.013240514117698186,0.8343304919630466,False
microsoft/deberta-v3-small,SENT_LEN_STD,news,-0.020735850119513958,0.7432367262253436,False
microsoft/deberta-v3-small,SENT_LEN_STD,reviews,-0.07102870353707197,0.2612849123495934,False
microsoft/deberta-v3-small,SENT_LEN_STD,qa,-0.19583425039036118,0.0017864271631767605,True
microsoft/deberta-v3-small,len_in_characters,abstracts,0.026786540500270517,0.6721602712855355,False
microsoft/deberta-v3-small,len_in_characters,news,0.013502831047477407,0.8310969982607873,False
microsoft/deberta-v3-small,len_in_characters,reviews,-0.053121023641339284,0.4010930590260226,False
microsoft/deberta-v3-small,len_in_characters,qa,-0.09804963683153328,0.1205439618003945,False
microsoft/deberta-v3-small,polarity,abstracts,-0.028324959743812304,0.6545147276361344,False
microsoft/deberta-v3-small,polarity,news,-0.01629116375975523,0.7969120388197359,False
microsoft/deberta-v3-small,polarity,reviews,0.3391466969821252,3.360623688054037e-08,True
microsoft/deberta-v3-small,polarity,qa,-0.24367271960680886,9.305493038335575e-05,True
microsoft/deberta-v3-small,subjectivity,abstracts,-0.06644646015519974,0.29338612604383646,False
microsoft/deberta-v3-small,subjectivity,news,-0.08156908466639004,0.19684830488042113,False
microsoft/deberta-v3-small,subjectivity,reviews,0.18138464134605503,0.0038637126347264962,True
microsoft/deberta-v3-small,subjectivity,qa,-0.13044526234150958,0.03851709232957195,True
microsoft/deberta-v3-small,POS_VERB,abstracts,-0.1407441670704634,0.025465353879129054,True
microsoft/deberta-v3-small,POS_VERB,news,0.06680564898488081,0.29077869099513526,False
microsoft/deberta-v3-small,POS_VERB,reviews,0.12678570688860752,0.044349129714509126,True
microsoft/deberta-v3-small,POS_VERB,qa,-0.15219164289298548,0.015603570386978344,True
microsoft/deberta-v3-small,POS_NOUN,abstracts,-0.008732216420060682,0.8902932937297823,False
microsoft/deberta-v3-small,POS_NOUN,news,-0.131364265949623,0.037158817580769374,True
microsoft/deberta-v3-small,POS_NOUN,reviews,-0.07612958453228746,0.2284892018430089,False
microsoft/deberta-v3-small,POS_NOUN,qa,-0.0923123026402307,0.14394721507275976,False
microsoft/deberta-v3-small,POS_ADJ,abstracts,0.08531755404142709,0.17698275278133302,False
microsoft/deberta-v3-small,POS_ADJ,news,-0.13883056548744097,0.02755306295677135,True
microsoft/deberta-v3-small,POS_ADJ,reviews,0.014418973078704683,0.8198266392516323,False
microsoft/deberta-v3-small,POS_ADJ,qa,-0.18888310772067546,0.002606755453414048,True
microsoft/deberta-v3-small,POS_ADV,abstracts,-0.06035660920419404,0.33996307651591945,False
microsoft/deberta-v3-small,POS_ADV,news,-0.0015998853289611358,0.9798386929998096,False
microsoft/deberta-v3-small,POS_ADV,reviews,0.1263944070696632,0.04501441692616,True
microsoft/deberta-v3-small,POS_ADV,qa,-0.17281241643089884,0.005952320457424659,True
microsoft/deberta-v3-small,POS_DET,abstracts,0.19564091777845552,0.0018056118867142478,True
microsoft/deberta-v3-small,POS_DET,news,0.0317205775127529,0.6162506257747177,False
microsoft/deberta-v3-small,POS_DET,reviews,-0.1877632694372031,0.0027671073725967594,True
microsoft/deberta-v3-small,POS_DET,qa,-0.11388264860754316,0.07111870333020487,False
microsoft/deberta-v3-small,POS_INTJ,abstracts,-0.10619916391796284,0.09252262585735857,False
microsoft/deberta-v3-small,POS_INTJ,news,0.0738007937769436,0.24308147465944163,False
microsoft/deberta-v3-small,POS_INTJ,reviews,-0.10634900083083995,0.09206086833416063,False
microsoft/deberta-v3-small,POS_INTJ,qa,0.021030217479936983,0.7397221350442097,False
microsoft/deberta-v3-small,POS_CONJ,abstracts,-0.038629583991482544,0.5415937120803772,False
microsoft/deberta-v3-small,POS_CONJ,news,-0.00535487740103989,0.9325920981985905,False
microsoft/deberta-v3-small,POS_CONJ,reviews,-0.1701247771387296,0.006789802840236467,True
microsoft/deberta-v3-small,POS_CONJ,qa,0.014392515731699626,0.8201516106464048,False
microsoft/deberta-v3-small,POS_PART,abstracts,-0.05086894219969778,0.4213823094202913,False
microsoft/deberta-v3-small,POS_PART,news,0.06367359140024616,0.3140387658587505,False
microsoft/deberta-v3-small,POS_PART,reviews,0.15215148595790626,0.01563127503374873,True
microsoft/deberta-v3-small,POS_PART,qa,-0.16011108268669583,0.010912413563298487,True
microsoft/deberta-v3-small,POS_NUM,abstracts,0.0007581918349226086,0.9904446949438371,False
microsoft/deberta-v3-small,POS_NUM,news,0.10034561582349688,0.11205341099069026,False
microsoft/deberta-v3-small,POS_NUM,reviews,0.2337970336133975,0.0001803971954737591,True
microsoft/deberta-v3-small,POS_NUM,qa,0.22229062945485786,0.00037682843341824585,True
microsoft/deberta-v3-small,POS_PREP,abstracts,0.06634614721344426,0.29411709804973296,False
microsoft/deberta-v3-small,POS_PREP,news,-0.031805595744450514,0.6153051967571992,False
microsoft/deberta-v3-small,POS_PREP,reviews,-0.15262892597237282,0.015304653546502367,True
microsoft/deberta-v3-small,POS_PREP,qa,0.0739579994851737,0.242076388976458,False
microsoft/deberta-v3-small,POS_PRO,abstracts,-0.03473074893000961,0.5831714772999117,False
microsoft/deberta-v3-small,POS_PRO,news,0.09731080680661722,0.12338009665580459,False
microsoft/deberta-v3-small,POS_PRO,reviews,0.053700714567605876,0.3959664985637289,False
microsoft/deberta-v3-small,POS_PRO,qa,-0.16591757851181532,0.008313089335793066,True
microsoft/deberta-v3-small,G_PASSIVE,abstracts,0.09674783435464372,0.12557572290942662,False
microsoft/deberta-v3-small,G_PASSIVE,news,0.039259473179898655,0.535017134106648,False
microsoft/deberta-v3-small,G_PASSIVE,reviews,-0.038605497319610695,0.5418459913635923,False
microsoft/deberta-v3-small,G_PASSIVE,qa,0.24223137616323692,0.00010267169211484018,True
microsoft/deberta-v3-small,G_ACTIVE,abstracts,-0.0408042059270204,0.519060100513152,False
microsoft/deberta-v3-small,G_ACTIVE,news,0.11751042593505193,0.06251797500336616,False
microsoft/deberta-v3-small,G_ACTIVE,reviews,0.12487863716336477,0.047670996247401114,True
microsoft/deberta-v3-small,G_ACTIVE,qa,-0.12151989961023016,0.05402652978785334,False
microsoft/deberta-v3-small,G_PRESENT,abstracts,0.009943101675861696,0.8751967816961816,False
microsoft/deberta-v3-small,G_PRESENT,news,0.025779110084834425,0.6838142328344925,False
microsoft/deberta-v3-small,G_PRESENT,reviews,0.2167870804005905,0.0005290835734273316,True
microsoft/deberta-v3-small,G_PRESENT,qa,-0.09632012162732813,0.1272639653780147,False
microsoft/deberta-v3-small,G_PAST,abstracts,-0.044375449278037174,0.4831272156060809,False
microsoft/deberta-v3-small,G_PAST,news,0.19948968624304989,0.001457015100112797,True
microsoft/deberta-v3-small,G_PAST,reviews,-0.05407239632103149,0.39270028534530305,False
microsoft/deberta-v3-small,G_PAST,qa,0.11395566084743655,0.0709365563274077,False
microsoft/deberta-v3-small,G_FUTURE,abstracts,-0.011305615434447028,0.8582639529899746,False
microsoft/deberta-v3-small,G_FUTURE,news,0.06722849428458585,0.2877290730309017,False
microsoft/deberta-v3-small,G_FUTURE,reviews,0.22169431263673992,0.00039109966534850205,True
microsoft/deberta-v3-small,G_FUTURE,qa,-0.05324259637393052,0.40001464681360194,False
microsoft/deberta-v3-small,L_CONT_A,abstracts,-0.04810951305294854,0.4470404376333803,False
microsoft/deberta-v3-small,L_CONT_A,news,-0.08084625162733335,0.20085880626470293,False
microsoft/deberta-v3-small,L_CONT_A,reviews,0.0037999078271915288,0.9521381261289962,False
microsoft/deberta-v3-small,L_CONT_A,qa,-0.016449829320366698,0.7949777367452393,False
microsoft/deberta-v3-small,L_FUNC_A,abstracts,0.050030358056373805,0.42908749073168406,False
microsoft/deberta-v3-small,L_FUNC_A,news,0.08620599044949796,0.17249992978108042,False
microsoft/deberta-v3-small,L_FUNC_A,reviews,-0.026534132496095847,0.675072919982804,False
microsoft/deberta-v3-small,L_FUNC_A,qa,-0.14443304464435489,0.02182252198300001,True
microsoft/deberta-v3-small,L_CONT_T,abstracts,-0.05045999019119525,0.42512976711846345,False
microsoft/deberta-v3-small,L_CONT_T,news,-0.10420866120223202,0.0988338680207134,False
microsoft/deberta-v3-small,L_CONT_T,reviews,0.04255344631031249,0.5012900964789536,False
microsoft/deberta-v3-small,L_CONT_T,qa,-0.06811861678858991,0.28137970299351345,False
microsoft/deberta-v3-small,L_FUNC_T,abstracts,-0.06433286123362283,0.3090443606063495,False
microsoft/deberta-v3-small,L_FUNC_T,news,-0.06370451785853322,0.31380330430855913,False
microsoft/deberta-v3-small,L_FUNC_T,reviews,0.14392621262236338,0.022294663123586553,True
microsoft/deberta-v3-small,L_FUNC_T,qa,-0.006271564055226015,0.9210874579277699,False
microsoft/deberta-v3-small,L_PROPER_NAME,abstracts,-0.01904455786975416,0.7635309983869765,False
microsoft/deberta-v3-small,L_PROPER_NAME,news,0.026585613977993243,0.6744784575899537,False
microsoft/deberta-v3-small,L_PROPER_NAME,reviews,-0.010080123581572537,0.8734912191242818,False
microsoft/deberta-v3-small,L_PROPER_NAME,qa,0.19442818137524484,0.0019303092022090857,True
microsoft/deberta-v3-small,L_PERSONAL_NAME,abstracts,-0.03162518798427951,0.6173121404904932,False
microsoft/deberta-v3-small,L_PERSONAL_NAME,news,0.01925179827383624,0.7610352474936676,False
microsoft/deberta-v3-small,L_PERSONAL_NAME,reviews,0.16148951079747664,0.010237668881939287,True
microsoft/deberta-v3-small,L_PERSONAL_NAME,qa,0.18533605404920678,0.0031458142083469905,True
microsoft/deberta-v3-small,L_POSSESSIVES,abstracts,-0.09780129408070218,0.1214915562656735,False
microsoft/deberta-v3-small,L_POSSESSIVES,news,-0.0474226121654342,0.45356210755437854,False
microsoft/deberta-v3-small,L_POSSESSIVES,reviews,0.10578957741316493,0.09379430002791056,False
microsoft/deberta-v3-small,L_POSSESSIVES,qa,-0.09493730926498152,0.13284238478542437,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,abstracts,0.08482592473871266,0.1795001732955472,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,news,-0.14634719943567298,0.020116551052238873,True
microsoft/deberta-v3-small,L_ADJ_POSITIVE,reviews,0.007181264353638139,0.9096866968659351,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,qa,-0.17481596707722774,0.005389514609137645,True
microsoft/deberta-v3-small,L_ADJ_COMPARATIVE,abstracts,-0.08552706513043104,0.1759179186086064,False
microsoft/deberta-v3-small,L_ADJ_COMPARATIVE,news,0.0814027243110351,0.19776611978580583,False
microsoft/deberta-v3-small,L_ADJ_COMPARATIVE,reviews,0.05846681015586316,0.3553257597343034,False
microsoft/deberta-v3-small,L_ADJ_COMPARATIVE,qa,-0.2522803581105788,5.10804428815302e-05,True
microsoft/deberta-v3-small,L_ADJ_SUPERLATIVE,abstracts,-0.047060780291765594,0.45701880334820905,False
microsoft/deberta-v3-small,L_ADJ_SUPERLATIVE,news,0.045421667737655116,0.47286063394669736,False
microsoft/deberta-v3-small,L_ADJ_SUPERLATIVE,reviews,0.20755704402576308,0.000917563142786068,True
microsoft/deberta-v3-small,L_ADJ_SUPERLATIVE,qa,0.25508388863436543,4.182111606717267e-05,True
microsoft/deberta-v3-small,L_ADV_POSITIVE,abstracts,-0.03860070751691903,0.5418961658052949,False
microsoft/deberta-v3-small,L_ADV_POSITIVE,news,0.006747171840618257,0.9151247732569165,False
microsoft/deberta-v3-small,L_ADV_POSITIVE,reviews,0.12061564198897635,0.055852937503109316,False
microsoft/deberta-v3-small,L_ADV_POSITIVE,qa,-0.1630933375031469,0.00949926901082663,True
microsoft/deberta-v3-small,L_ADV_COMPARATIVE,abstracts,-0.05770258471738612,0.3616600839957708,False
microsoft/deberta-v3-small,L_ADV_COMPARATIVE,news,-0.00577733407279462,0.9272882792381703,False
microsoft/deberta-v3-small,L_ADV_COMPARATIVE,reviews,0.12633705061033465,0.0451126336294752,True
microsoft/deberta-v3-small,L_ADV_COMPARATIVE,qa,-0.18117154796546509,0.003906334145043053,True
microsoft/deberta-v3-small,L_ADV_SUPERLATIVE,abstracts,-0.04966739224716095,0.43244762047154695,False
microsoft/deberta-v3-small,L_ADV_SUPERLATIVE,news,-0.007053039007258342,0.9112926086106787,False
microsoft/deberta-v3-small,L_ADV_SUPERLATIVE,reviews,0.1303187294515817,0.03870735122279839,True
microsoft/deberta-v3-small,L_ADV_SUPERLATIVE,qa,-0.16883870124595088,0.007226596712942454,True
microsoft/deberta-v3-small,ST_REPETITIONS_WORDS,abstracts,0.05922299810769138,0.34912699411056436,False
microsoft/deberta-v3-small,ST_REPETITIONS_WORDS,news,0.11015299291268307,0.08094211935718507,False
microsoft/deberta-v3-small,ST_REPETITIONS_WORDS,reviews,-0.1811232748254641,0.003916048191334807,True
microsoft/deberta-v3-small,ST_REPETITIONS_WORDS,qa,0.013827859269205212,0.8270944281801871,False
microsoft/deberta-v3-small,ST_REPETITIONS_SENT,abstracts,,,False
microsoft/deberta-v3-small,ST_REPETITIONS_SENT,news,,,False
microsoft/deberta-v3-small,ST_REPETITIONS_SENT,reviews,,,False
microsoft/deberta-v3-small,ST_REPETITIONS_SENT,qa,,,False
microsoft/deberta-v3-small,L_I_PRON,abstracts,-0.10821830129218346,0.0864534999618828,False
microsoft/deberta-v3-small,L_I_PRON,news,0.16349193569351017,0.00932324415738326,True
microsoft/deberta-v3-small,L_I_PRON,reviews,-0.010357654881167529,0.8700384819166038,False
microsoft/deberta-v3-small,L_I_PRON,qa,0.08008474124685969,0.20514765584752806,False
microsoft/deberta-v3-small,L_HE_PRON,abstracts,-0.02566340729993951,0.6851575539050431,False
microsoft/deberta-v3-small,L_HE_PRON,news,0.1675095343520622,0.007704199292029596,True
microsoft/deberta-v3-small,L_HE_PRON,reviews,0.2572060474710184,3.589068825836286e-05,True
microsoft/deberta-v3-small,L_HE_PRON,qa,0.016559238193786564,0.7936446547446971,False
microsoft/deberta-v3-small,L_SHE_PRON,abstracts,0.0555006665465557,0.38030093521321373,False
microsoft/deberta-v3-small,L_SHE_PRON,news,0.17931818889336756,0.0042953146589455645,True
microsoft/deberta-v3-small,L_SHE_PRON,reviews,0.27662209634145213,8.323958334862943e-06,True
microsoft/deberta-v3-small,L_SHE_PRON,qa,0.04111979744242432,0.5158303678285633,False
microsoft/deberta-v3-small,L_IT_PRON,abstracts,-0.10531631457718982,0.0952809845293772,False
microsoft/deberta-v3-small,L_IT_PRON,news,0.04460197451422391,0.4808941613414068,False
microsoft/deberta-v3-small,L_IT_PRON,reviews,-0.06053213706700272,0.3385579670351929,False
microsoft/deberta-v3-small,L_IT_PRON,qa,-0.19925713021452568,0.0014761874147952157,True
microsoft/deberta-v3-small,L_YOU_PRON,abstracts,-0.11490522644009807,0.06860207670261574,False
microsoft/deberta-v3-small,L_YOU_PRON,news,-0.021277396186683083,0.7367751150923906,False
microsoft/deberta-v3-small,L_YOU_PRON,reviews,0.13417735249810203,0.033250422775183565,True
microsoft/deberta-v3-small,L_YOU_PRON,qa,-0.07080457575201865,0.2627965745601398,False
microsoft/deberta-v3-small,L_WE_PRON,abstracts,0.014711604924436263,0.8162343516581668,False
microsoft/deberta-v3-small,L_WE_PRON,news,0.07608649965223682,0.2287534162990466,False
microsoft/deberta-v3-small,L_WE_PRON,reviews,0.1665671475768716,0.008059655929145895,True
microsoft/deberta-v3-small,L_WE_PRON,qa,-0.1778092813248492,0.004637415890433028,True
microsoft/deberta-v3-small,L_THEY_PRON,abstracts,-0.10390029770041849,0.09984145069461647,False
microsoft/deberta-v3-small,L_THEY_PRON,news,0.07063792966664534,0.2639244262252527,False
microsoft/deberta-v3-small,L_THEY_PRON,reviews,0.06850759830357533,0.2786349446220651,False
microsoft/deberta-v3-small,L_THEY_PRON,qa,-0.09161311195169537,0.14702117936612666,False
microsoft/deberta-v3-small,L_ME_PRON,abstracts,-0.0994316324508327,0.11537537407211042,False
microsoft/deberta-v3-small,L_ME_PRON,news,0.05159845599871973,0.4147454050973125,False
microsoft/deberta-v3-small,L_ME_PRON,reviews,-0.08323817475375744,0.18781099715879804,False
microsoft/deberta-v3-small,L_ME_PRON,qa,-0.07232345682531528,0.2526692921308347,False
microsoft/deberta-v3-small,L_YOU_OBJ_PRON,abstracts,-0.12944004731550843,0.040050580676275316,True
